Series Name,Series Code,Country Name,Country Code,1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guatemala,GTM,154600000,-788600000,-936494410.38247,-1016996773.78154,19488617.59936,321400000,540000000,635300000,859200000,751109109.785799,696452714.285715,845598200,1139659133.4,1263638428.66,1353141908,1165765000,1175523400,1174500000,1013100000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea,GIN,63452427,9942000,1677000,0,78966000,0,105000000,125000000,385900000,381880000,91030000,101350000,956060000,605560000,189999.999999999,-73758603.6635933,53272458.4212994,1618447260.26485,577380000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guinea-Bissau,GNB,730876.6134,702270.8631,395613.596288615,3561035.87856828,4005503.68688217,1915633.35188715,8692468.08975684,17887123.56,18770117.49192,6630074.02775762,18890200,26240200,25024047.388377,6624917.19274534,19639703.7983811,28852727.6882278,18575499.4478127,14221700,16552849.7273439,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Guyana,GUY,46000000,67100000,56000000,43600000,26100000,30000000,76800000,102400000,152400000,178000000,164000000,198000000,246800000,277910000,200558390,237750048.55,137700000,31999078.1659401,212151381.74184,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Haiti,HTI,30000000,13250000,4400000,5700000,13800000,5900000,26000000,160600000,74500000,29800000,55470000,178000000,119000000,156000000,161918586.25,99000000,105680000,104900000,374855000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Honduras,HND,237300000,349978000,309826700,287314900,390166272.910663,592320092.945897,601059572.180071,717591908.177828,966926354.327952,1200798087.04613,494497450.521718,607376418.071286,1042571020.7703,1081346795.58822,1069029263.15978,1704790710.03868,1316679827.33597,1147030449.99683,1264579024.48523,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Hong Kong SAR, China",HKG,24577828057.7074,70495739305.8458,31291719644.6149,6747855220.81764,18567357065.2331,22194238604.966,40963127270.6954,44901793968.8764,62121011424.0703,67035187587.6672,54275707074.2544,82709142976.2978,96135081265.0953,74887135901.3219,76857453417.8737,129847455921.475,181047431127.246,133259182324.997,122401060131.695,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Hungary,HUN,3307673094.3683,2747712559.81382,4058819560.69834,3643428379.51995,4157510420.33352,4538099567.15789,8505362816.56334,18678720024.6862,70631297038.9164,75013000490.3306,-2967152013.42159,-20933508134.1745,10506179880.4411,10618888828.859,-3772123439.3159,12886347023.9254,-5517128093.46639,69096545134.2602,-13483539881.767,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iceland,ISL,65401658.6889091,155160734.106047,163445772.282048,91905493.0570106,335355205.005774,755317000.399857,3093680067.57088,3876554983.10737,6872169567.20657,1203686964.67602,63588140.7547116,256983077.65458,1106959502.31582,1024171880.34949,472607545.774898,766775539.042214,1145767444.82301,-1066286957.46864,-7016884950.40665,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,India,IND,2168591054.37925,3584217307.18756,5128093561.62688,5208967106.27894,3681984671.43429,5429250989.85717,7269407225.61438,20029119267.1396,25227740886.6819,43406277075.8109,35581372929.6642,27396885033.7838,36498654597.8589,23995685014.2142,28153031270.3203,34576643694.1383,44009492129.5319,44458571545.798,39966091358.7384,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Indonesia,IDN,-1865620963.49087,-4550355285.71428,-2977391857.14286,145085548.722222,-596923827.786241,1896082770,8336257207.64285,4914201435.40071,6928480000,9318453649.82664,4877369178.43651,15292009410.5099,20564938226.7185,21200778607.8727,23281742361.5305,25120732059.5134,19779127976.9576,4541713739.23769,21464553719.3502,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Iran, Islamic Rep.",IRN,35000000,193575000,408118760,3519380360,2877481500,3037299840,2889191670,2317538500,2017791750,1979988010,2983421910,3648972410,4276718690,4661734400,3049945000,2105494000,2050000000,3372000000,5019000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Iraq,IRQ,-6900000,-32000,-6656000,-326000,1000000000,300000000,515300000,383000000,971800000,1855700000,1598300000,1396200000,2082000000,3400000000,5131400000,4781800000,3316300000,146400000,-5032400000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ireland,IRL,18322769074.4639,25501012792.2023,9572506272.24899,29477434763.1211,22410807389.035,-10994234313.2414,47028464779.1667,22080936155.176,59941052659.7903,23258563614.0438,53935264225.1133,37763638573.1618,23664918434.7124,40961642315.2272,49960134752.2324,86765614578.4911,235355989626.205,79163353503.4151,-3435981232.05423,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Israel,ISR,4150000000,8047500000,1771300000,1582500000,3322000000,2946900000,4818400000,14395500000,8798100000,10274200000,4606900000,6984700000,8653000000,9017300000,11842200000,6048900000,11336200000,11988000000,18168900000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Italy,ITA,6942860356.75345,13176403310.8984,14873909552.7108,17216956813.3538,19552932110.9414,20086849958.4175,36777786838.5297,56964903121.093,65987320735.5399,-9500316172.95794,16574423267.733,9937474797.02774,34443576599.8205,34812127.5551014,19530574590.5205,17028003371.6525,13299083868.094,19635898219.4769,9235201167.26532,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jamaica,JAM,523700000,419600000,576500000,443800000,683500000,559365888.026738,637901995.872958,842342788.336148,811902426.322257,1376602630.06182,485164640.147181,185775630.598887,172757165.409787,413333448.071632,544747561.767059,582148741.614112,924977863.710038,927976718.982491,885730368.524114,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Japan,JPN,12308393448.1354,10688168325.6084,4926033619.18462,11557373873.9419,8771535612.31506,7527948175.22325,5459618342.94079,-2396909736.30508,21631204435.6847,24624845329.5648,12226471578.7439,7440979284.16286,-850717035.068239,546962692.190728,10648441636.2071,19752249424.0871,5252218412.39172,39323365428.3809,18837524124.6511,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Jordan,JOR,157968970.380818,913258110.014104,273628171.251894,238222874.679327,546967559.943583,936812411.847673,1984485190.40903,3544005641.74894,2622144778.84372,2826744496.33301,2413098591.5493,1688394366.19718,1486056338.02817,1548450704.22535,1946597204.0421,2178450704.22535,1600281690.14085,1552957746.47887,2029718309.85915,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kazakhstan,KAZ,1587000000,1370521199.1464,2816823050,2588491060,2483253230,5615262947,2546065710,7611168450,11972842988.7618,16818890680,14275888207.0145,7456117901.08145,13760291528.5034,13648134373.8439,10011293285.3074,7224628644.25121,6379438049.679,16900713707.9215,4654211190.52606,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kenya,KEN,51953455.9539555,110904550.399762,5302622.93940566,27618447.058206,81738242.6366212,46063931.4543862,21211685.395223,50674725.1830696,729044146.04372,95585680.233444,116257608.986359,178064606.752108,1450474757.0818,1380173661.94265,1118825000.19331,820937598.36054,619724470.476665,393359420.852844,671488392.89233,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kiribati,KIR,451627.4719,721810.265359485,-273476.290963257,249788.10796714,670758.993715586,1953667.95366795,2606016.17448281,568432.866937296,1153047.1018,-1267679.26219092,4995548.97813979,-6602470.86768583,-348737.579186123,-2385943.8195343,-131575.358240886,1234303.40578202,837637.744801765,2065230.15146414,1366666.66666667,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Dem. People’s Rep.",PRK,-14880000,11056000,-19693000,5643000,5630000,65035000,-5943000,-236073000,20900000,172366000,12790000,19464000,119051000,227758000,118661000,82536000,82063000,25564000,63388000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Korea, Rep.",KOR,9333400000,11509400000,6522300000,5475100000,7010000000,13294400000,13643200000,9161900000,8826900000,11187500000,9021900000,9497400000,9773000000,9495900000,12766600000,9273600000,4104100000,12104300000,17052800000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kosovo,XKX,..,..,..,..,..,53289638.6129271,133823510.191887,369808407.377873,603224093.070722,536790831.642559,402847888.3235,490158213.707258,534965561.187028,293195749.631414,371512479.014548,199793790.641065,343256140.808565,243732494.342157,324803899.584353,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kuwait,KWT,72269842.4517435,16299834.3665164,-111516284.529561,3619441.97735906,-67111499.3383339,23752969.1211401,233904109.589041,121305596.280329,111535690.174729,-5951752.85941426,1113588046.64934,1304627500.01185,3259067552.4562,2872588962.21562,1433630444.12308,485806657.75508,284647623.805362,292026510.202096,113012065.007347,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Kyrgyz Republic,KGZ,44412800,-2360124.96095706,5006732.8770432,4661963.54471303,45544627.8,175458810.076826,42565248.3,182022902.5,207919477.6,376992152.1,189377400,472768300,685760800,260927500,612016900,343010700,1144054000,619220700,-107212800,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lao PDR,LAO,51608266.5602,33890000,23904284.1333334,4451297.0311068,19484000.8001107,16917263,27720000,187310641,323520000,227770000,318598209.09,278805903.12,300743507.13,617755394.539664,681397257.103792,867646121.708671,1077759914.58895,935296172.783645,1599365808.26742,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Latvia,LVA,347600000,324227514.251283,173485503.256379,159978989.567442,316335164.097667,591016370.929425,810406848.732187,1704978769.68467,2713740044.9203,1432688544.37671,-32391422.0913188,435492262.776266,1500490481.22611,1078662408.44526,989503245.98639,939828387.756663,838627741.071643,243503898.535808,1137669497.77868,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lebanon,LBN,..,993475000,1453907000,1335970000,2860020313.18818,1898780570.45821,2623502612.40255,2674534372.19901,3375980757.8597,4333045470.38383,4803602660.45614,4279880834.52716,3137050287.82454,3111314999.56776,2661087127.63357,2862509426.68976,2159289951.73814,2568485071.03607,2558729287.49599,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lesotho,LSO,163340657.21605,32403928.0879326,29695245.8764433,28391254.961737,43948139.9839825,55671430.9384429,27441449.2287924,24322286.6909769,75616001.7238195,11009973.0619522,91349553.1016211,9507301.29575922,61173319.2085146,56653435.2330933,50429031.3406278,94459059.3645602,113220010.397593,78477881.3597146,43161840.1417287,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liberia,LBR,256260000,20800000,8300000,2800000,372220000,75351731.6495429,82802111.438061,107856671.533941,131637661.595465,283536077.408015,127803424.522852,2064680994.23868,2086006933.33333,2309981241.25,1998675365.66,501870828.620424,232679832.473779,311699760.322875,247842983.01405,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Libya,LBY,-128069471.477123,141000000,-133000000,145000000,143000000,357000000,1038000000,2064000000,4689000000,4111300000,1371000000,1784000000,..,1425000000,702000000,50000000,725667000,492556000,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Lithuania,LTU,486457500,380272500,442400000,660790497.921648,217398839.893754,796133753.227725,845877986.178997,2067072857.36,2293469626.76146,1907541462.84271,17980648.7698093,865322434.925065,1537988468.6862,575641203.785696,708289356.991345,504472635.102487,970017858.992647,962297446.878234,1190627310.15049,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Luxembourg,LUX,..,..,..,4243174364.5005,4291105683.30335,5179643438.68927,4644769483.41036,32219534640.6721,-29679425810.0454,7117112828.21255,27255154248.9126,39128528763.1863,8843156716.78101,143003092661.642,19616043889.8028,22746842043.1162,11320244609.3591,45123246584.9933,6622737299.3081,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Macao SAR, China",MAC,9420000,-790000,160004979.14981,393961071.024012,506111200.953585,771496386.166368,1775023637.88001,2916866632.75466,5357705782.91685,3982611127.76312,-412628142.371367,3629274388.55484,1754336190.32972,3565735906.12656,3736886589.35297,2362348381.00774,367365411.607707,1290498056.03376,-1641647056.30612,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Macedonia, FYR",MKD,88406156.42024,217507099.15808,469570706.3984,114193471.4194,119041753.232,309137638.54,145329601.532,427444589.2688,733466879,611688378.605769,259530321.486,301441681.708,507920732.789,337911248.192572,402458309.805886,60879915.45137,296604200.381223,549371101.55116,380738977.544777,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Madagascar,MDG,58385285.9149158,82952580.7054988,93059223.9999997,14661798.0720597,12874087,52910748.0000001,50491148.4518063,294681941.542683,789389724.084497,1134497642.42091,1293330142.26094,912287179.835569,815534454.532063,814789934.7302,565848886.014277,555252070.503376,328059305.56932,540842779.829334,464856589.648809,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malawi,MWI,58528206.2830455,25999996.3612226,19299991.0892369,5899999.35886242,65885630.0222282,107811374.012919,139696707.383179,35561531.6293568,124388838.697469,195424461.064924,49130854.8429207,97010028.4484276,812753754.648122,-8886001.77999776,451360605.697139,598087746.648762,516092796.535975,325632351.032924,277112167.429036,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malaysia,MYS,3895263157.89474,3787631578.94737,553947368.421053,3192894736.8421,3218947368.42105,4376052631.57894,3924786634.73868,7690731245.66746,9071369834.83859,7572512432.33634,114664434.562276,10885614182.2081,15119371191.19,8895774251.02491,11296278695.655,10619431769.7803,9857162232.86717,13470089671.5394,9511691608.26439,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Maldives,MDV,12322250,22312447.8248753,20541053.2565792,24718599.7690471,31774435.5684086,52933701.7280929,52991121.0580686,63826812.8939882,132432080.785582,181255431.772407,157963586.774204,216468945.675274,423530663.953749,227976866.718899,360816336.210787,333375218.034333,297975993.392527,456639057.30469,517487323.70204,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mali,MLI,2178011.84110987,60181780.6839891,208815769.599649,-12312977.4012381,72355432.3644571,84840599.6359506,160218206.819051,148195574.128707,206064771.413548,266432781.925687,646609200.601481,371569832.607507,556147161.584486,397865237.155587,307853389.344622,144023010.605531,275317071.694931,356192821.350351,265602316.531747,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Malta,MLT,857406992.742175,743185324.698102,416889166.287732,-497796507.906789,911474591.335865,7463261948.30389,21812521210.4606,25024123091.2521,35597484910.6593,14837415221.143,1444129815.27233,9246747159.72849,7801381378.1012,3324836752.35696,510408456.722476,154057552.236387,2949544243.36216,2479130071.47355,3461761703.38354,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Marshall Islands,MHL,10,125783000,250940000,-70431000,136924000,3450000,3279622.36154915,1876761.72458854,6987311.9877883,5694746.71577748,14649434.9564544,-9356673.13181814,-4380881.13767906,21373811.8080675,32548149.3245913,9047685.07797494,-5393638.49927042,-3055847.4488757,199000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritania,MRT,15119460,40096000,76700000,67340352.3233691,101957951.56446,404102025.739725,811869181.404598,154601638.123604,139372822.299652,342770661.99838,-3072044.39599643,130528391.338703,588749564.239928,1386098850.60853,1126004759.602,502589833.81816,501726765.733819,271134844.997291,588217194.758539,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mauritius,MUS,49353190.6361287,265641239.441185,-27675565.7136838,32073116.0847954,62630665.276514,13894736.4049872,41776995.78,106758059.108919,340763853.7,377724738.06254,256680711.8,429958030.690869,433358879.676723,589018302.828619,293341671.715296,418430127.752959,208290139.453356,349418573.5709,292650459.704252,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mexico,MEX,13880522690,18382284821,30060020323,24055125415,18223514102,24916054094,26018159827,20663712962.883,33071305712.8788,32189963205.2131,19464612869.9295,20995302730.2108,24343541378.2751,17709354452.7388,47579161248.2126,30958726056.6001,36775634407.5071,35418113086.666,32126857705.192,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Micronesia, Fed. Sts.",FSM,-890000,..,-230000,0,0,0,40000,590000,16690000,-5300000,600000,800000,800000,1000000,800000,20209300,800000,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Moldova,MDA,37890000,127540000,103440000,84050000,73750000,151010000,190700000,258680000,536020000,726610000,258190000,286120000,347930000,250770000,241880000,341860000,216150000,94830000,160840000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mongolia,MNG,30400000,53700000,43000000,77794000,131500000,92900000,187620000,245460000,372759900,844697949.479072,623609218.24768,1691421731.58406,4571161962.80891,4272473222.93625,2059702972.91978,337768268.083171,94319767.4741563,-4156404703.77687,1494350363.46922,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Montenegro,MNE,..,..,..,71890077.351654,49431493.5995684,65376568.3882463,500611848.977765,622001628.319206,937515441.421657,975105642.324132,1549312934.57463,758407499.531761,556257883.119143,618367296.036318,446490330.272441,496835255.407952,699736511.121924,226666592.431145,560290272.000894,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Morocco,MAR,2651865.40457141,220739724.493672,143838237.27823,79160963.953813,2312682906.91975,787053818.994982,1619752454.25656,2366000096.39078,2806642140.67829,2466288357.37234,1970323920.01346,1240625859.11404,2521362080.65559,2841954371.38455,3360909924.36421,3525384612.43801,3252913902.35666,2318278920.12901,2680109856.21237,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Mozambique,MOZ,381700000,139200000,255416251,347584940,336698815,244703873.36,122413755.58,251141650.25,416689348.42081,641399415.784251,930100407.78,1258453096.82496,3663937118.45157,5635092658.61842,6697422432.4601,4998799334.35621,3868353884.95,3128149928.7,2319071971.47682,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Myanmar,MMR,255617520.187609,254789765.469467,208303564.372066,150511225.813866,248882510.026366,211364294.975748,234904379.027598,275812653.011391,709922015.309805,863880447.312828,1078972200.98264,901133534.876797,2519813313.27459,1333856137.27031,2254603965.49345,2175015283.77713,4083839111.71186,3278096409.87385,4684890471.19617,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Namibia,NAM,1592530.09997038,196350763.262587,379336366.387133,147535758.471972,65110887.1077804,223561311.215728,392757950.095606,609772318.540092,669789340.799414,749771454.743487,835814906.94021,287188694.392946,811495035.353755,1094347849.53878,787993184.247365,445987359.98407,1169185078.59637,359511219.731199,590755480.612958,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nauru,NRU,..,1000000,1000000,2882000,2129000,1000000,1000000,1000000,2737000,1465000,1389000,0,0,0,0,0,0,0,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nepal,NPL,4350000,-484827,20850000,-5952541.12704633,14778085.6065136,-417346.383904296,2451784.70709983,-6647983.90370767,5741706.05320872,995123.930669506,38271269.9748302,87741711.6305985,94022157.1167852,91996607.2504472,74244986.7706964,30403267.3342737,51895699.9282915,105996375.590659,196265098.563575,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Netherlands,NLD,41167755932.2744,63118802015.6061,51979626671.636,25457149404.5176,20440751399.0477,139818464863.608,209981017489.959,375135934195.318,734010312477.362,195192183842.959,95931335754.4848,115729820336.761,331838461860.777,239754925928.956,328683686654.696,117584897918.383,180803671741.028,161667054824.793,316541431115.985,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Caledonia,NCL,4460000,-40626091.7634052,103041207.684942,59055445.6614434,116048161.873983,27480195.7306092,-6738759.00139891,749088411.734889,417453934.436208,1746369905.06476,1182295527.61516,1439085573.36548,1758141868.63992,2682824680.90753,2166812151.02825,1757035866.71921,1203895440.08717,809821138.3806,1422415884.00988,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,New Zealand,NZL,1145708993.25987,-1507812033.25805,259321576.79631,2848556986.63851,-3363941288.043,2319819298.42871,1906665963.75812,2912645686.56863,4335506075.9374,2591966537.02927,-52385533.2387357,286306902.9756,1378410924.39879,3846884018.51781,-69519935.4200308,3249055311.01317,-74038516.2862588,2095503758.43005,2144466964.41182,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nicaragua,NIC,337300000,266500000,150200000,203900000,201300000,250000000,241100000,286800000,381700000,627300000,433900000,489900000,936300000,767700000,815500000,884100000,949900000,898900000,896600000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Niger,NER,276108.883660457,15728052.1867837,22567709.3910433,7790662.69968806,18487601.8537582,24367537.686604,49733809.247239,40274236.6186146,98942805.391155,281935056.438537,631278387.018506,795859655.973123,1065789606.37607,841275555.786461,719134023.703739,821872392.097746,529263979.477229,301127925.222414,334328639.334835,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Nigeria,NGA,1004916719.01059,1140167556.01589,1190618643.59162,1874070753.14014,2005353563.06398,1874060886.97608,4982533930.21739,4854353979.09081,6036021404.82071,8195499253.28854,8554740716.54298,6026232041.2843,8841113286.94787,7069934204.80099,5562873605.73813,4651465947.82307,3137318699.77873,4445102771.13319,3497233434.77893,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Northern Mariana Islands,MNP,-465000,1504000,430000,-1206000,4272000,-3771000,-7939000,33864000,7714000,10038000,64000,14764000,-1143000,4561666.66666667,6060888.88888889,3200000,..,..,..,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Norway,NOR,6775943655.47974,8332062185.99552,3190216069.0008,3011752930.34115,4179380423.17369,4918494986.32396,10058759829.6279,11877923790.1756,24806091102.6883,20578219685.1148,8635762892.0964,21634265662.593,10296323075.6966,27625551262.397,-1386004891.38104,3279584808.93335,6599421357.54454,-18383738657.6166,1642539388.20276,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Oman,OMN,40100000,82000000,5201560.46814044,109232769.830949,24967490.2470741,111053315.994798,1538361508.45254,1596098829.6489,3332119635.89077,2951885565.6697,1485825747.72432,1242652795.83875,1629144343.30299,1364629388.81664,1612430962.28869,1286345903.77113,-2172431729.51886,2265279583.87516,2918075422.62679,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Pakistan,PAK,532000000,308000000,378000000,826000000,534000000,1118000000,2201000000,4273000000,5590000000,5438000000,2338000000,2022000000,1326000000,859000000,1333000000,1868000000,1621000000,2488000000,2815000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Palau,PLW,6150000,3177647.23342001,-1431856.7359,2022515.9044,6805246.43805,7338283.96950001,3971994.26960001,33283255.639,4383239.14069999,4741656.7068,2790871.0058,2685244.1157,8326127.02949998,21639126.3213,18041109.837,39860115.385,34583158.147185,35244866.819783,35477271.89,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Panama,PAN,755600000,827800000,606800000,247100000,1050600000,1277900000,1104400000,2944300000,2224000000,2390000000,1085500000,2549100000,4395600000,3381900000,3799000000,4984400000,5119300000,5584900000,4826400000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Papua New Guinea,PNG,296492684.425976,96495382.3146879,63183318.6554422,18278809.7582389,109472473.38019,29883258.8275169,31818696.740158,11777272.9741484,94558953.9162801,-30591591.756566,418816685.883252,28720688.2423227,-309831004.051565,-63782355.9335148,18222240.0434839,-30389394.5888189,203474073.882316,-39769816.3646876,-180176801.032553,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Paraguay,PRY,94500000,107800000,99200000,90400000,-57700000,93979000,7300000,187800000,105000000,337856000,26913000,555544000,463994000,727144000,312567000,549690000,480469114.4,451748026.3,507019886.6,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Peru,PER,1940008800,809696760.032968,1144260000,2155836814.73346,1335007073.0402,1599038388.965,2578719365.11,3466531061.27322,5490961307.08952,6923651284.62579,6430652960.91184,8454627587.91059,7341119933.02161,11788195369.5768,9799702105.15513,4441011421.05762,8271633513.74415,6862893056.38834,6769497317.20168,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Philippines,PHL,1247000000,1487000000,760000000,1769000000,492000000,592000000,1664000000,2707414996.79964,2918724840.50407,1340027563.20326,2064620677.76657,1070386939.91897,2007150725.40003,3215415155.43567,3737371739.84519,5739574024.13183,5639155961.87389,8279548274.88501,10057387728.3059,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Poland,POL,7270000000,9335000000,5677000000,4091000000,5371000000,13868000000,11041000000,21473000000,25031000000,14574000000,14025000000,18395000000,18485000000,7358000000,795000000,19776000000,15065000000,18321000000,10673000000,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Portugal,PRT,1167568546.63492,7293267563.81921,6117424174.79127,595755776.395402,10335839852.8697,2496972202.86753,4428914067.58318,13198582129.6572,6026180108.3206,7821376697.00669,5578899469.17434,8455785210.63603,9817680645.3786,21976623037.8039,10804886160.8827,13188653904.5709,2506507991.67442,9422380925.53659,10022959166.0008,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
